objid,ra,dec,petroR90_r,spiral,elliptical
1237662302968086694,202.7128,51.81497,6.548592,1,0
1237654669735231622,149.1609,-0.3580278,19.2044,0,1
1237663788488458688,112.868,44.7962,12.58505,1,0
1237663788488524143,112.778,44.97875,7.525812,1,0
1237658299532050628,153.9252,6.631333,8.319247,1,0
1237656528383246681,261.3211,56.95192,14.50843,1,0
1237659895637082471,261.4362,56.75344,11.943,1,0
1237659895637147833,261.4923,56.63683,9.745377,0,1
1237656528919986304,261.728,57.312,10.82866,0,1
1237662224069886045,191.9037,39.04603,8.181268,1,0
1237649961383821486,55.62988,-7.418389,6.810275,0,1
1237662268074623465,229.2394,5.659306,9.958715,1,0
1237661970659868923,210.6922,6.125639,7.438037,1,0
1237668271372501303,228.0043,14.42414,7.077135,0,1
1237668271372566721,228.1263,14.32644,8.37107,0,1
1237668271372566806,228.186,14.34756,10.45974,0,1
1237667446736945239,202.6089,23.43442,8.584481,1,0
1237667446737010785,202.9005,23.31408,13.71669,0,1
1237667446737076462,203.0022,23.43047,5.745293,1,0
1237648703506808952,191.3302,-0.7604445,19.28408,1,0
1237655494906478868,204.9145,-2.250528,7.918526,1,0
1237657590857597196,174.472,54.93958,7.015028,1,0
1237657590857662644,174.6226,54.77175,7.695928,0,1
1237667446737403991,203.784,23.29414,9.478011,1,0
1237665330389909562,186.7567,32.60528,7.387468,1,0
1237665330390040612,187.1111,32.58908,9.344356,0,1
1237665330390040627,187.1288,32.54775,19.74518,1,0
1237668272979050674,218.9246,17.60133,9.349737,0,1
1237667448346050666,199.1241,25.14845,7.729876,1,0
1237667446737862801,204.8907,23.12397,12.55664,1,0
1237667446737862849,204.9178,23.24933,9.026623,1,0
1237665565529538595,205.3736,23.16694,19.14076,1,0
1237665565529931845,206.2135,23.0215,19.87006,1,0
1237662194002362564,221.8298,35.75878,7.606006,0,1
1237661151377490155,192.342,49.79492,8.911709,0,1
1237661151377555517,192.3852,49.8955,9.234819,0,1
1237661151377752099,193.2646,49.8797,11.58348,0,1
1237665565529932079,206.3383,23.02375,11.46605,1,0
1237667447271456989,196.8876,24.45267,6.762642,0,1
1237667447271719065,197.5121,24.31464,5.441027,1,0
1237657776077144324,128.4426,36.7313,12.03709,1,0
1237661064944746905,130.4457,7.182944,10.55823,1,0
1237661064945140019,131.262,7.444695,8.7668,1,0
1237666407381532849,29.44025,-0.6035833,7.171906,0,1
1237661874004557899,154.7515,41.88492,9.18599,1,0
1237661874004688950,155.3017,41.91422,7.682746,1,0
1237664870291734756,154.6655,30.36047,4.581378,1,0
1237664870291800147,154.7278,30.29286,6.183251,0,1
1237661970659672429,210.1862,6.000056,10.87507,0,1
1237661151378473096,195.7545,49.7005,9.325613,1,0
1237661151378538591,195.8654,49.59945,10.09846,0,1
1237658613597077576,188.4552,50.43967,3.905261,0,1
1237662226239455369,248.1366,21.86214,12.30545,1,0
1237662341091164681,250.0535,21.56031,12.75095,0,1
1237662665891119563,250.4503,21.18,7.853402,1,0
1237662341091426661,250.4832,21.21925,7.885873,0,1
1237662341091492193,250.6682,21.15178,4.959103,1,0
1237666407381926060,30.33458,-0.4568611,11.10927,0,1
1237666407382057065,30.50104,-0.4818611,5.970161,0,1
1237666407382057097,30.56912,-0.5330833,13.0726,1,0
1237664870291865727,154.9877,30.38169,7.570459,0,1
1237665127459061858,154.9804,30.51842,9.383899,1,0
1237655494906675502,205.4711,-2.271806,3.29127,0,1
1237655494906675510,205.473,-2.233028,6.722247,0,1
1237662224604528711,185.3599,39.69725,18.12479,1,0
1237662224606232733,190.5657,39.56464,19.12959,1,0
1237665226770481210,190.0474,32.25278,7.33256,1,0
1237665329844060288,162.892,30.20608,12.37422,0,1
1237658299532247197,154.2972,6.633917,10.01115,0,1
1237664337176756302,169.7484,35.74306,12.53786,0,1
1237665330926452871,185.9817,32.95609,16.07589,1,0
1237661967965225090,179.4507,42.87828,9.672658,0,1
1237665329844518915,164.0427,30.34036,6.443121,0,1
1237662224606494782,191.2188,39.59797,12.90978,0,1
1237661970659410088,209.6362,6.130055,7.238286,1,0
1237661970659409958,209.6033,6.071278,32.11247,1,0
1237661970659344563,209.4342,6.042056,8.539464,1,0
1237661970658492621,207.5518,6.16425,10.98381,0,1
1237661970658492481,207.5229,6.112528,9.328588,0,1
1237662695955169395,218.265,31.565,4.663299,0,1
1237654669735231788,149.1686,-0.3805,8.328028,1,0
1237654669735297421,149.2958,-0.3699445,7.834212,1,0
1237651800696946974,149.4227,-0.3107222,7.520075,1,0
1237662194002493456,222.027,35.67617,9.266459,1,0
1237661967965225165,179.556,42.95186,13.14541,1,0
1237662303508299971,214.443,49.87294,9.169352,0,1
1237662303508431037,214.8655,49.756,9.304039,1,0
1237665127459455086,156.0637,30.80036,8.21922,1,0
1237665015774642257,162.5415,32.36808,9.250874,0,1
1237664852566736997,205.3752,35.23394,10.02436,1,0
1237662226239783279,248.729,21.46131,6.295737,0,1
1237662226239848832,248.8623,21.37175,8.052911,1,0
1237667212121669945,138.7661,22.35911,9.949548,1,0
1237667212121735352,138.7933,22.41675,3.258994,0,1
1237664852566737066,205.4495,35.16861,7.711319,0,1
1237671764785627268,190.693,-2.104722,8.482726,0,1
1237665015775100975,163.7497,32.60858,4.143076,0,1
1237648703507136653,192.0492,-0.7463889,8.748689,1,0
1237664668438233225,163.5005,37.82145,9.48687,1,0
1237664668438560772,164.3638,38.01883,8.918016,1,0
1237662268075540783,231.241,5.568333,6.016884,1,0
1237662268075540848,231.2982,5.491889,7.08489,0,1
1237662268075671953,231.644,5.575111,7.270809,1,0
1237662503217987942,234.3512,37.29708,7.365861,1,0
1237662503218249849,234.84,36.98983,8.415162,1,0
1237661971733676150,210.8811,6.862945,7.769121,0,1
1237662262173106452,223.6429,6.777056,7.580441,1,0
1237665127459848379,157.1211,31.06183,8.789268,0,1
1237665127460045005,157.6651,31.05261,10.7563,0,1
1237665015775101042,163.915,32.57472,7.697299,0,1
1237662268076261940,232.9016,5.324111,7.56486,1,0
1237664337176887393,170.1131,35.78528,11.82138,0,1
1237664337176887454,170.1885,35.85344,8.709263,0,1
1237662303508562190,215.2316,49.55145,6.208273,1,0
1237662663215546653,236.8962,27.80731,13.24857,0,1
1237662303508627634,215.3993,49.55122,25.20759,0,1
1237662695956021357,220.4448,30.88231,11.36329,1,0
1237662695956086870,220.591,30.813,7.520886,1,0
1237662225132224615,158.8508,37.18789,7.167117,0,1
1237654669735362781,149.424,-0.3548889,10.67259,0,1
1237651800697012353,149.4479,-0.3028889,9.658844,0,1
1237661967965290641,179.7589,43.00122,5.554789,0,1
1237661967965356158,179.9659,42.92545,10.05913,0,1
1237661967965356171,179.9807,42.85586,7.524057,1,0
1237652598486073980,308.8703,-6.555666,5.86205,1,0
1237652598486074018,308.8811,-6.526111,5.626916,0,1
1237657630052188318,139.1345,42.77297,10.02319,1,0
1237657630052253925,139.3467,43.00344,11.40409,1,0
1237657630052319427,139.467,43.11189,5.633962,1,0
1237648720715383119,229.1858,-0.6160555,6.9423,1,0
1237648720715383163,229.2032,-0.6018611,10.01749,1,0
1237662683608514714,214.5907,32.9435,6.126523,0,1
1237662683609235591,216.4358,32.36089,15.2167,0,1
1237662268079669713,240.731,4.470695,2.879703,0,1
1237657630053826660,143.3815,44.92911,9.642297,1,0
1237665330926518346,186.085,32.985,11.70233,1,0
1237665330926518367,186.1036,33.01961,7.393826,0,1
1237665330926518386,186.1197,33.00139,8.359686,1,0
1237665330926518412,186.1834,32.9292,4.627557,0,1
1237651800697143553,149.8591,-0.2539445,20.04722,1,0
1237651800697143648,149.8815,-0.2565278,7.407575,0,1
1237651800697208965,149.8976,-0.3051111,9.205621,0,1
1237651800697208832,149.902,-0.32175,7.846584,1,0
1237654669735755916,150.3335,-0.3692778,7.609715,1,0
1237651800697405703,150.4562,-0.3086389,3.090384,0,1
1237662302969069639,206.0817,51.44019,11.94523,1,0
1237662302969266298,206.8553,51.17278,7.890757,0,1
1237668272980754651,222.8568,16.78356,9.147233,0,1
1237655745098809604,239.2438,5.288639,7.391813,1,0
1237655745099006320,239.7295,5.227889,5.24297,0,1
1237662268616802802,241.3644,5.009278,8.565562,1,0
1237662268616999523,241.8587,4.93825,9.039534,1,0
1237664837536973005,126.5591,23.08158,11.35117,1,0
1237664837537103917,126.8497,23.18006,14.85271,1,0
1237665329846747163,169.9168,31.24658,13.78391,1,0
1237667211048059051,139.3975,21.58958,11.78473,1,0
1237667212122718356,141.087,23.20031,12.06907,1,0
1237667212122980458,141.7141,23.36583,6.221976,1,0
1237663789023822210,110.2168,41.88644,7.773179,1,0
1237665127460176141,158.0253,31.09856,11.32182,1,0
1237665127460372640,158.4088,31.37136,8.554409,1,0
1237665328783294524,197.4657,30.69853,5.243352,0,1
1237662262172844200,222.945,6.797833,10.32326,0,1
1237662236409135346,222.9432,6.881917,8.533051,1,0
1237664852567523580,207.5468,34.73,7.231161,1,0
1237664817674911819,177.4575,36.383,11.17021,0,1
1237657595144372670,113.8018,27.44803,9.026986,1,0
1237657595144503329,114.0036,27.65725,18.64701,0,1
1237657589782478892,169.3805,53.52245,14.91879,0,1
1237657589782479017,169.5031,53.44111,13.18822,1,0
1237657589782544531,169.6613,53.55922,8.548076,0,1
1237648720715710668,229.8664,-0.4214722,10.13895,1,0
1237662268079734863,240.8259,4.453667,8.428501,1,0
1237662225147232463,202.6761,38.74078,8.819222,1,0
1237661152451493897,193.2281,50.72797,11.00467,0,1
1237655108381966595,202.9898,58.79805,7.693213,0,1
1237665329846812803,170.0873,31.36464,10.98433,0,1
1237661463302045875,234.9608,33.80544,12.9149,0,1
1237662303519310089,243.3305,35.85133,9.310896,1,0
1237667447272243307,198.8077,24.20644,10.98644,1,0
1237657776077930755,130.2295,37.92381,11.38472,1,0
1237655745100513924,243.1795,4.834,9.199839,0,1
1237667212123111442,142.0197,23.48986,12.54101,1,0
1237663789024084340,110.5676,42.37558,9.266165,0,1
1237661874004951197,156.0137,42.10828,19.64162,0,1
1237664817675305071,178.5593,36.42208,6.642376,1,0
1237662696491581641,217.32,32.21092,10.18696,0,1
1237668272980951483,223.3523,16.662,5.048966,0,1
1237662262172320038,221.8415,6.940306,7.971733,1,0
1237667212123308272,142.5683,23.62444,9.526262,0,1
1237667255072915639,142.716,23.79533,8.628904,0,1
1237664668423815469,128.064,24.51564,9.544209,1,0
1237664668424208529,128.8716,25.0275,14.54416,1,0
1237667212123701359,143.4466,23.83467,7.439389,1,0
1237667212123701419,143.5216,23.93719,10.64861,1,0
1237667212123766924,143.5348,24.02719,9.492501,1,0
1237664337177215152,171.1332,35.94736,10.17948,1,0
1237664817675632797,179.4638,36.35641,12.20107,1,0
1237662264858443952,226.0188,8.605583,6.77757,1,0
1237662341092147665,251.932,20.26344,11.90409,1,0
1237662341092213287,252.0595,20.09353,8.073879,1,0
1237664852567720047,208.0206,34.73489,12.22745,1,0
1237665016311382111,162.0688,32.77133,7.978749,1,0
1237667109038063951,127.8155,19.57097,4.641273,0,1
1237664869217141006,152.3156,30.23728,7.689294,0,1
1237662237484122449,225.8525,7.410611,8.639922,0,1
1237662269154001264,242.1133,5.261583,10.38401,0,1
1237667447272702071,200.0262,24.08861,10.52862,1,0
1237661970659868908,210.674,6.011639,10.02272,1,0
1237663789024084446,110.6249,42.41411,6.93997,0,1
1237663789024084467,110.6818,42.41861,9.14949,1,0
1237663789024215531,110.7995,42.6968,8.808347,0,1
1237663789024280955,110.7794,42.75467,6.118104,1,0
1237662341092278926,252.2286,20.04045,6.301504,1,0
1237662341092475219,252.4611,19.689,5.214552,0,1
1237648703522406797,226.977,-0.8323333,11.0722,1,0
1237662225140613289,183.1622,40.07833,8.903359,1,0
1237662225140613283,183.1302,40.01633,10.42287,1,0
1237662237484515555,226.705,7.385917,3.906939,0,1
1237652936184233993,325.7083,-6.830333,11.5137,1,0
1237658299532247245,154.3495,6.578195,8.672648,1,0
1237663789024346479,110.9931,42.89122,8.528955,1,0
1237662225140285542,182.1572,40.01772,8.154601,0,1
1237661967965814875,181.2697,42.9355,9.08847,1,0
1237661967965880435,181.4433,42.95694,6.38797,1,0
1237662262171402517,219.7191,7.162361,9.578711,0,1
1237663789024608679,111.4103,43.49331,10.93391,0,1
1237667212123898040,143.88,24.02067,10.74841,0,1
1237667212657164509,135.4895,21.47525,8.36105,1,0
1237667212657361137,135.9357,21.64197,8.103308,1,0
1237661152451952707,194.9123,50.60836,10.73173,0,1
1237662302970773534,211.8564,50.01878,7.256324,1,0
1237661874005082310,156.3165,42.27336,6.649068,1,0
1237662341092475503,252.5861,19.76108,6.634044,1,0
1237662341093064941,253.5824,18.94678,10.88011,1,0
1237662262170878057,218.4792,7.164195,10.726,0,1
1237668272981147741,223.8267,16.54825,12.99887,1,0
1237668271909306591,227.9609,14.85125,12.02787,0,1
1237668271909306641,227.9692,14.81783,12.30665,0,1
1237664668424601654,129.6747,25.33664,15.96592,1,0
1237665329855070360,192.3372,31.97742,9.530762,0,1
1237667255617847387,162.3428,29.28886,9.040759,0,1
1237661874020090021,204.0305,44.42675,8.248257,1,0
1237661874020221047,204.436,44.38978,12.07673,1,0
1237661874020352114,204.808,44.25097,15.82821,1,0
1237665016311709953,162.987,32.9565,7.362983,1,0
1237664853103607947,205.5917,35.62414,18.14164,1,0
1237665025444479058,192.0794,35.21125,11.34715,1,0
1237657776077930756,130.221,37.92044,10.21883,1,0
1237662663758905472,250.6,20.01322,16.8323,1,0
1237651800160862448,151.2213,-0.6770833,11.63645,0,1
1237651800160927863,151.2338,-0.7095278,9.012902,0,1
1237651800160927904,151.2616,-0.709,9.076364,0,1
1237664338785271816,163.6784,36.005,9.658669,0,1
1237663789024870722,111.5529,43.96917,6.20237,0,1
1237667211049435279,142.5727,22.75472,10.50948,1,0
1237667212658016337,137.3152,22.18636,6.822603,1,0
1237661064945598527,132.3565,7.511389,9.770198,0,1
1237667447272833210,200.3688,24.17061,7.759729,0,1
1237667447272964167,200.5415,24.07911,9.15269,1,0
1237667447273029693,200.7119,24.11094,7.684289,1,0
1237661874020352187,204.8975,44.11128,10.43455,1,0
1237661874020483220,205.1539,44.18769,7.114294,1,0
1237651801234997435,152.0867,0.1614167,12.1387,0,1
1237667212658082008,137.5299,22.24967,8.861268,1,0
1237667211580408050,129.0239,17.92117,11.91794,0,1
1237665374403100957,231.3642,24.83281,9.279795,0,1
1237662262170222918,217.0249,7.296111,11.57485,1,0
1237662262169501934,215.2485,7.522,9.822399,1,0
1237662237484974238,227.7365,7.364861,4.416265,1,0
1237662237485039656,227.8692,7.26225,4.484089,0,1
1237662194003935236,225.6025,34.21142,8.107018,0,1
1237662696492302513,219.0912,31.74936,7.929647,0,1
1237665329311514825,174.4369,31.23967,8.383434,0,1
1237667447273160910,201.1723,23.94536,10.92242,1,0
1237662225136746785,171.695,39.31933,9.106289,1,0
1237668272981934137,225.6016,16.19833,13.56155,0,1
1237661967965945904,181.713,42.99564,14.66473,1,0
1237661967965946093,181.7011,42.93025,9.365439,0,1
1237662341093261951,254.0811,18.60928,10.02024,0,1
1237667109038653816,129.0154,20.22903,8.36737,0,1
1237667109038784740,129.2405,20.32842,5.105164,1,0
1237667109038850256,129.429,20.50386,23.683,1,0
1237661416605614372,224.6478,49.53611,5.03091,1,0
1237667447273685190,202.4828,23.9485,8.275952,0,1
1237667447273685211,202.4763,23.88522,5.174905,0,1
1237665374404149451,233.7346,23.78303,6.772317,0,1
1237665374404214960,233.8573,23.74897,11.13723,1,0
1237665374404411624,234.3341,23.52925,7.273872,1,0
1237662262169370779,215.0682,7.482333,6.590155,0,1
1237664338785206350,163.5143,36.12194,8.298797,1,0
1237664338784944262,162.8817,35.87111,11.86894,1,0
1237658299532509342,155.0088,6.630778,8.033642,1,0
1237658299532640402,155.2425,6.641806,8.602523,0,1
1237662237485105304,228.0158,7.25075,8.665627,1,0
1237661971733872774,211.3256,6.789639,7.998018,1,0
1237661972270350477,210.4306,7.395,8.512046,0,1
1237667447274078288,203.4392,23.86042,9.135029,0,1
1237667447274143912,203.5537,23.64258,11.6868,1,0
1237664337177542740,171.9418,36.09941,11.1018,1,0
1237662225136746586,171.6762,39.31242,9.510217,0,1
1237662225136681011,171.3518,39.3672,9.731637,0,1
1237663787949949365,111.2494,41.21147,6.7299,1,0
1237663789025263892,112.0247,44.79936,7.136171,1,0
1237665025444806791,192.9422,34.97744,13.08093,1,0
1237661972270350610,210.4833,7.337111,7.803471,1,0
1237668272981934399,225.5868,16.17519,10.18387,1,0
1237661416605745278,224.898,49.32747,14.25773,1,0
1237661416605745301,225.018,49.38478,10.41227,1,0
1237661416605810847,225.1049,49.28111,12.83434,1,0
1237661416605810865,225.1023,49.25417,10.1259,1,0
1237665427556728932,204.6156,27.60769,10.31658,0,1
1237664667887337790,129.1194,24.50595,7.862544,1,0
1237668272982196384,226.167,16.15053,14.18025,1,0
1237668272982196493,226.2174,16.04553,8.441607,0,1
1237665016311840900,163.435,32.91717,8.291251,0,1
1237662663756808634,246.4895,22.77475,9.110116,1,0
1237662663757267321,247.419,22.17633,15.04629,1,0
1237667255620534382,169.3443,30.32097,6.32891,1,0
1237667211580408156,129.1142,17.97636,5.436741,1,0
1237667211580473653,129.2371,18.04686,11.99554,1,0
1237667211580735895,129.7507,18.34758,13.23173,0,1
1237667211580801064,129.9224,18.29453,9.415413,0,1
1237661416605941822,225.389,49.11247,17.5813,1,0
1237661416605941911,225.5512,49.16661,9.682969,0,1
1237665016311971932,163.7214,33.09995,13.98548,1,0
1237665427557253183,205.9707,27.36442,10.66649,0,1
1237661064946319496,133.9053,7.844083,15.38953,1,0
1237662341093327466,254.1203,18.51172,8.793346,0,1
1237665330383552528,169.648,31.60906,11.82735,0,1
1237665330383683667,169.9841,31.66236,8.928164,1,0
1237648720715907223,230.2926,-0.4385278,7.735347,1,0
1237658299532771485,155.5717,6.664583,10.85249,1,0
1237664668425257120,131.1405,26.117,7.450233,0,1
1237664668425257121,131.1392,26.10422,13.28139,0,1
1237665331464765508,189.8815,33.31942,8.276155,0,1
1237668271909830881,229.2188,14.55022,11.81657,0,1
1237668272982393043,226.6096,16.01236,5.95021,1,0
1237651800698061129,151.9368,-0.2220833,7.055575,1,0
1237651800698191908,152.1992,-0.2698056,10.9889,0,1
1237667109038916008,129.6129,20.46039,11.22021,0,1
1237661874020810866,206.2572,44.017,9.818113,0,1
1237664668425388105,131.388,26.32294,12.18519,1,0
1237664668425781452,132.3436,26.81547,9.688295,1,0
1237664668425781467,132.3748,26.7765,7.436802,0,1
1237665374404673557,234.8644,23.34378,7.332849,0,1
1237665101679820941,228.0835,26.48547,8.479929,1,0
1237662194004263071,226.5517,33.91953,11.17774,0,1
1237662225136353419,170.5987,39.15031,5.710205,0,1
1237662225132945455,160.7901,37.47461,6.912185,0,1
1237668272982393084,226.6308,15.98128,7.440382,0,1
1237661967966273616,182.7545,43.03864,9.382311,0,1
1237662194004525343,227.1451,33.55331,7.91182,0,1
1237667255601070418,122.915,16.3898,12.50915,1,0
1237664337177673992,172.3216,35.99928,5.511117,0,1
1237662262168650011,213.3298,7.651472,6.809361,1,0
1237665016313151570,166.9332,33.60783,6.704761,1,0
1237665016313217139,167.0531,33.54219,16.11508,1,0
1237665016313282632,167.2065,33.50728,7.388123,1,0
1237662198283632653,227.6378,8.591194,18.37492,1,0
1237662236404023461,211.161,7.964361,7.997528,0,1
1237661064946516207,134.3756,7.921694,10.17075,1,0
1237661064946581756,134.5883,7.864583,8.722499,0,1
1237667211580932890,130.1773,18.61555,8.654527,1,0
1237667212659392701,140.5647,23.35014,6.030884,1,0
1237667109034852859,120.9002,16.22394,7.635323,1,0
1237662225132683408,160.0679,37.45858,9.998769,1,0
1237665330383749278,170.2726,31.68225,12.90659,1,0
1237665330383814744,170.3432,31.72758,6.330778,0,1
1237664668426109040,132.936,27.12678,6.997965,1,0
1237665330384142543,171.3522,31.8982,11.76113,0,1
1237662531139010693,212.2597,14.317,22.14097,1,0
1237662531141501035,217.966,13.53958,9.130643,0,1
1237667447274995863,205.6714,23.51642,7.133229,1,0
1237667447274995896,205.7123,23.384,8.789995,1,0
1237667447275061320,205.7573,23.41456,7.888,1,0
1237662341093655087,254.738,18.05522,7.266949,0,1
1237662663760806446,254.2788,17.34431,11.2248,1,0
1237662666427531656,249.8343,22.14781,6.295407,1,0
1237662340553310291,247.8399,22.69708,22.5291,1,0
1237662666963550436,248.418,23.67008,16.74166,1,0
1237651800698257716,152.3857,-0.2373889,10.41228,1,0
1237661352706572352,181.9223,57.20811,8.749404,0,1
1237658299532968080,156.0554,6.603083,12.13957,1,0
1237667255062102466,118.7378,13.80281,7.045135,0,1
1237662302971756739,215.1478,49.18189,8.05202,1,0
1237662302971822169,215.3697,49.26497,8.979411,1,0
1237662498926231675,223.7038,44.71803,7.22235,1,0
1237662498926297211,223.7502,44.50364,6.773537,1,0
1237662498926362837,224.065,44.55872,6.0353,1,0
1237665127996391529,156.0791,31.24236,10.06664,0,1
1237665127996522623,156.448,31.27714,5.535098,0,1
1237664337177739375,172.5419,36.17244,9.62619,1,0
1237664337177739411,172.6195,36.02453,15.67328,1,0
1237661874021138561,207.2845,43.80717,10.37248,0,1
1237661874021400705,208.1414,43.64286,7.846487,1,0
1237664818211520599,176.6796,36.76828,6.778188,1,0
1237661352706637916,182.1905,57.13092,7.866211,0,1
1237663789025460321,112.3337,45.22214,6.121343,0,1
1237662268610118186,226.0325,6.481611,7.900939,1,0
1237662268610183199,226.189,6.332972,12.49143,0,1
1237664818211651648,177.1325,36.64767,6.795309,1,0
1237657776078716993,132.0712,39.03625,11.37378,1,0
1237657776078848107,132.3793,39.20969,18.84076,1,0
1237665101679951984,228.4564,26.44089,7.80279,1,0
1237662666963550650,248.5305,23.614,4.888816,0,1
1237662666963616077,248.5618,23.61006,11.28157,1,0
1237661064946581791,134.6515,7.86225,7.503098,1,0
1237665016848253017,162.0478,33.19242,13.01934,1,0
1237661967966339161,182.925,42.99375,4.474542,0,1
1237668272982786364,227.5325,15.79342,7.22864,0,1
1237667111186202820,143.0861,24.15467,8.976477,1,0
1237667111186333874,143.4362,24.26558,9.575535,1,0
1237662698102259843,217.8343,33.28747,5.664686,0,1
1237662698102259846,217.9131,33.44244,8.808344,1,0
1237662268610183387,226.1734,6.343444,10.91551,1,0
1237662194004656248,227.4175,33.51122,8.226084,0,1
1237662225132355687,159.259,37.12447,9.461997,0,1
1237663789025526172,112.5899,45.36131,5.87907,1,0
1237663789025591730,112.5783,45.58967,5.333736,0,1
1237663789025657299,112.5421,45.63442,7.748543,1,0
1237665330384404563,171.8978,31.91608,5.579241,1,0
1237665330384470055,172.0594,31.95794,9.246766,0,1
1237662237485498816,228.9633,7.157472,8.772496,1,0
1237658299533099113,156.3075,6.734639,6.656491,0,1
1237658299533164724,156.4738,6.737556,9.062577,1,0
1237667255062757727,120.0444,14.54494,5.800713,1,0
1237667447275127069,206.0314,23.47261,4.559197,0,1
1237661874022056094,210.0744,43.06114,8.625504,1,0
1237662224611016862,204.432,38.01586,8.139398,0,1
1237662224610820257,203.9307,38.20267,8.409047,1,0
1237657776082321524,140.7073,43.96244,7.812427,0,1
1237657776082452643,141.0553,44.17111,7.821813,1,0
1237668311089217718,232.3788,13.95611,11.2061,1,0
1237668271910879436,231.5474,13.89247,7.091335,1,0
1237661971196477454,210.0559,6.567222,6.157736,1,0
1237663916260917738,112.4283,41.90122,9.018642,0,1
1237667211583160502,135.1342,20.49183,8.471239,1,0
1237667252922810533,137.2201,20.27186,10.2848,1,0
1237664672722124940,212.451,33.91172,8.290458,0,1
1237664672722255973,212.8663,33.88786,7.094986,1,0
1237663916261179757,112.9138,42.36678,8.161664,1,0
1237667252923531465,138.9186,20.86436,11.33863,1,0
1237667252923596845,138.9772,20.92889,13.77445,1,0
1237665330384535573,172.3105,31.92828,15.4523,1,0
1237665330384535680,172.4033,31.97467,11.09691,0,1
1237665330384601116,172.4445,31.988,15.28513,0,1
1237665330384601202,172.4243,31.97867,8.505897,1,0
1237662237485564192,229.0797,7.162333,19.156,1,0
1237663916261507435,113.1686,43.04858,6.471131,1,0
1237665367968448643,163.4189,30.208,13.90316,0,1
1237665328780542030,190.0474,31.17711,12.68167,1,0
1237662269142925499,216.7885,7.553361,8.553796,1,0
1237662236407431229,219.0117,7.270805,8.406253,0,1
1237665127997309034,158.4947,31.80942,8.714438,1,0
1237662499462316320,221.6891,45.82514,7.338466,0,1
1237664668427223190,135.5149,28.37522,9.490422,1,0
1237664672722583651,213.721,33.55097,6.631093,1,0
1237662302973657182,220.8949,47.28586,7.885965,1,0
1237662667500290517,248.5956,24.17014,10.61074,0,1
1237662664294793924,249.0282,21.66686,6.533553,1,0
1237662340554031587,249.2376,21.6255,6.163577,0,1
1237662340554031612,249.2502,21.63628,9.809697,0,1
1237667253994782950,132.9607,19.49267,9.625544,1,0
1237662224610754626,203.6731,38.23983,10.49154,1,0
1237662224610623656,203.3115,38.16197,11.02433,1,0
1237662224610558126,203.0356,38.23225,8.912575,0,1
1237662224610426957,202.66,38.26939,14.99314,0,1
1237662224610426919,202.7543,38.31755,7.702981,0,1
1237662224610361488,202.4888,38.40386,16.80964,1,0
1237668272982851885,227.7132,15.72653,8.075932,0,1
1237661971196739799,210.7813,6.360361,6.224385,1,0
1237661971196870849,211.0323,6.485889,18.22769,1,0
1237665367436361971,176.0944,31.18706,9.315421,0,1
1237665225691758736,176.7304,31.20108,7.29867,1,0
1237665016848449699,162.6267,33.14622,13.38316,1,0
1237661064946712783,134.8084,8.040694,7.641565,1,0
1237661064946712923,134.8631,8.053611,6.235893,1,0
1237663916261966228,113.8692,44.10217,7.525517,0,1
1237663916262097200,114.1265,44.26794,6.050328,0,1
1237664337178198093,173.7906,36.22175,5.557383,0,1
1237662684146041130,216.4805,32.96608,8.635179,1,0
1237662194004787456,227.8412,33.27705,5.362952,0,1
1237662194004983924,228.1769,33.13969,7.069477,0,1
1237665367972642966,174.4911,31.49536,9.072915,0,1
1237664337181212794,182.3349,36.777,11.7463,0,1
1237667109035508318,122.3083,16.98756,20.73392,1,0
1237661971731185992,205.2116,7.104084,9.825263,0,1
1237662697028255843,216.8312,32.74136,10.14477,0,1
1237662697028255938,216.9506,32.68464,3.80501,1,0
1237662697028321386,216.9742,32.62067,14.02593,0,1
1237661463308468549,248.281,24.81658,6.299973,0,1
1237662640660611329,247.1895,24.29925,7.849973,1,0
1237661873488920686,220.4464,39.70133,7.455,0,1
1237668330956259529,224.7261,12.57036,9.707365,1,0
1237662530608562195,227.0437,11.85075,12.4048,1,0
1237662697028649132,218.0258,32.52419,8.093066,0,1
1237667733990277398,228.6945,15.58525,6.793169,1,0
1237668272983375971,228.9411,15.37436,13.19974,0,1
1237663916262490150,114.5826,45.07442,11.59754,0,1
1237662697028845739,218.4651,32.24728,7.787386,0,1
1237665128531165236,150.7643,30.08317,9.375043,0,1
1237665225695625308,187.151,31.48197,26.42854,1,0
1237665225695756425,187.4527,31.49878,15.71139,0,1
1237665128531427449,151.2724,30.24308,6.956919,1,0
1237665128531689516,151.9995,30.53775,16.05229,1,0
1237662225678139471,184.9897,40.42753,8.510897,0,1
1237662697029107890,219.1185,32.124,7.24181,0,1
1237662640661594616,249.0951,22.80133,4.869792,1,0
1237662237485629713,229.2142,7.109028,7.289183,0,1
1237664818744131782,164.7422,35.59297,6.685171,1,0
1237664818744328196,165.1478,35.63111,17.61464,1,0
1237664818744524855,165.7789,35.73764,13.28145,0,1
1237665330391482571,191.1392,32.39355,8.048092,1,0
1237665330391744618,191.8769,32.51445,7.631155,1,0
1237664853640937580,206.9223,35.82242,10.80807,0,1
1237664853641003121,207.0607,35.69703,4.520379,1,0
1237668272445063171,225.433,15.86469,11.66475,0,1
